"","authorizer","enterer","modifier","reference_no","author1init","author1last","author2init","author2last","otherauthors","pubyr","reftitle","pubtitle","editors","pubvol","pubno","firstpage","lastpage","publication_type","basis","language","doi","comments","project_name","project_ref_no","created","modified"
"2433","P. Wagner","P. Wagner","",45192,"J. S.","Steyer","","","",2003,"A revision of the early Triassic �capitosaurs� (Stegocephali, Stereospondyli) from Madagascar, with remarks on their comparative ontogeny","Journal of Vertebrate Paleontology","","23","3","544","555","journal article","stated with evidence","English","10.1671/1740","","",NA,"2013-02-27 05:21:02","2013-02-27 05:21:02"
"2434","J. Mueller","T. Liebrecht","",28482,"J. S.","Steyer","R.","Damiani","C. A. Sidor, F. R. O'Keefe, H. C. E. Larsson, A. Maga, O. Ide",2006,"The Vertebrate Fauna of the Upper Permian of Niger. IV. Nigerpeton ricqlesi (Temnospondyli: Cochleosauridae), and the Edopoid Colonization of Gondwana","Journal of Vertebrate Paleontology","","26","1","18","28","journal article","","English","","","",NA,"2008-11-14 04:34:47","2008-11-14 23:34:47"
"2464","R. Butler","R. Butler","",27868,"T.","Sulej","","","",2002,"Species discrimination of the Late Triassic temnospondyl  amphibian Metoposaurus diagnosticus","Acta Palaeontologica Polonica","","47","3","535","546","journal article","stated with evidence","English","","","",NA,"2008-08-04 08:32:52","2008-08-05 01:32:52"
"2466","R. Butler","R. Butler","",27875,"T.","Sulej","","","",2007,"Osteology, variability, and evolution of Metoposaurus, a temnospondyl from the Late Triassic of Poland","Palaeontologia Polonica","","64","","29","139","journal article","stated with evidence","English","","","",NA,"2008-08-05 08:00:49","2008-08-06 01:00:49"
"2468","M. Carrano","M. Carrano","",17717,"T.","Sulej","F.","Majer","",2005,"The temnospondyl amphibian Cyclotosaurus from the Upper Triassic of Poland","Palaeontology","","48","1","157","170","journal article","stated without evidence","English","","","ETE",NA,"2006-06-12 07:40:53","2006-06-13 00:40:53"
"2475","J. Alroy","J. Alroy","J. Alroy",7598,"R. M.","Sullivan","","","",1991,"Paleocene Caudata and Squamata from Gidley and Silberling quarries, Montana","Journal of Vertebrate Paleontology","","11","3","293","301","journal article","stated without evidence","English","","","",NA,"2002-12-13 12:57:58","2002-12-14 07:57:58"
"2476","J. Alroy","M. Sommers","J. Alroy",727,"R. M.","Sullivan","S. G.","Lucas","",1986,"Annotated list of lower vertebrates from the Paleocene Nacimiento Formation (Puercan-Torrejonian), San Juan Basin, New Mexico","Journal of Herpetology","","20","2","202","209","journal article","stated without evidence","English","","","",NA,"2000-08-28 13:41:37","2007-08-13 06:43:16"
"2479","P. Mannion","J. Tennant","",50313,"C.","Sullivan","Y.","Wang","D. W. E. Hone, Y. Wang, X. Xu, F. Zhang",2014,"The vertebrates of the Jurassic Daohugou biota of northeastern China","Journal of Vertebrate Paleontology","","34","2","243","280","journal article","stated with evidence","English","","","",NA,"2014-03-04 14:34:37","2014-03-05 07:34:37"
"2482","J. Mueller","T. Liebrecht","",30596,"S. S.","Sumida","D. S.","Berman","T. Martens",1998,"A New Trematopid Amphibian from the Lower Permian of Central Germany","Palaeontology","","41","4","605","629","journal article","stated without evidence","English","","","",NA,"2009-08-26 10:11:30","2009-08-27 03:11:30"
"2485","M. Carrano","M. Carrano","M. Carrano",9972,"P. P.","Sushkin","","","",1936,"Notes on the pre-Jurassic tetrapods from USSR. III. Dvinosaurus amalitzki, a perennibranchiate stegocephalian from the Upper Permian of North Dvina","Akademiya Nauk SSSR, Trudy Paleozoologicheskogo Instituta","","5","","43","91","journal article","stated without evidence","English","","alternate journal title: Travaux de l'Institut Pa�ozoologique de l'Acad�mie des Sciences de l'URSS","5%",48660,"2004-03-04 14:30:57","2014-06-10 07:16:07"
"2492","R. Benson","R. Benson","P. Mannion",42838,"S. C.","Sweetman","J. D.","Gardner","",2013,"A new albanerpetontid amphibian from the Early Cretaceous (Barremian) Wessex Formation of the Isle of Wight, southern England","Acta Palaeontologica Polonica","","58","2","269","284","journal article","stated with evidence","English","10.4202/app.2011.0109","","",NA,"2012-08-31 19:30:11","2013-05-29 23:48:45"
"2495","R. Butler","R. Butler","",46567,"W. E.","Swinton","","","",1956,"A neorhachitomw amphibian from Madagascar","Annals and Magazine of Natural History","","97","","60","64","journal article","","English","","","",NA,"2013-04-29 18:04:01","2013-04-29 18:04:01"
"2502","P. Mannion","P. Mannion","",38712,"Z.","Szentesi","M.","Venczel","",2010,"An advanced anuran from the Late Cretaceous (Santonian) of Hungary","Neues Jahrbuch f�r Geologie und Pal�ontologie - Abhandlungen","","256","3","291","302","journal article","stated with evidence","English","","","",NA,"2011-12-01 22:52:28","2011-12-01 22:52:28"
"2503","P. Mannion","P. Mannion","",39482,"Z.","Szentesi","M.","Venczel","",2012,"A new discoglossid frog from the Upper Cretaceous (Santonian) of Hungary","Cretaceous Research","","34","","327","333","journal article","stated with evidence","English","","","",NA,"2012-01-17 20:52:01","2012-01-17 20:52:01"
"2518","R. Butler","R. Butler","",46549,"G.","S�ve-S�derbergh","","","",1935,"On the dermal bones of the head in labyrinthodont stegocephalians and primitive Reptilia, with special reference to Eotriassic stegocephalians from East Greenland","Meddelelser om Gr�nland","","98","3","1","211","serial monograph","stated with evidence","English","","","",NA,"2013-04-26 16:52:25","2013-04-26 16:52:25"
"2526","J. Alroy","J. Alroy","",30968,"E. H.","Taylor","","","",1941,"A new anuran from the middle Miocene of Nevada","University of Kansas Science Bulletin","","27","4","61","69","journal article","stated with evidence","English","","","",NA,"2009-10-27 15:43:23","2009-10-28 09:43:23"
"2534","J. Mueller","T. Liebrecht","",31089,"D. W.","Thayer","","","",1985,"New Pennsylvanian Lepospondyl Amphibians from the Swisshelm Mountains, Arizona","Journal of Paleontology","","59","3","684","700","journal article","stated without evidence","English","","","",NA,"2009-11-04 09:08:25","2009-11-05 04:08:25"
"2551","J. Alroy","J. Alroy","",25670,"J. A.","Tihen","","","",1974,"Two new North American Miocene salamandrids","Journal of Herpetology","","8","3","211","218","journal article","stated with evidence","English","","","",NA,"2007-11-04 19:26:40","2007-11-05 14:26:40"
"2552","J. Alroy","J. Alroy","",25657,"J. A.","Tihen","C. J.","Chantell","",1963,"Urodele remains from the Valentine Formation of Nebraska","Copeia","","1963","3","505","510","journal article","stated with evidence","English","","","",NA,"2007-11-03 20:54:25","2007-11-04 14:54:25"
"2561","M. Carrano","M. Carrano","",51451,"C.","Tripathi","","","",1961,"Rhinesuchus wadiai sp. nov.: a new labyrinthodont from Vindhya Pradesh","Records of the Geological Survey of India","","89","2","399","406","journal article","stated with evidence","English","","","",NA,"2014-06-03 16:47:41","2014-06-04 07:47:41"
"2562","R. Butler","R. Butler","",57226,"C.","Tripathi","","","",1969,"Fossil labyrinthodonts from the Panchet Series of the Indian Gondwanas","Palaeontologia Indica, new series","","38","","1","45","journal article","","English","","","",NA,"2015-12-04 08:12:21","2015-12-05 01:12:21"
"2566","M. Carrano","K. Maguire","M. Carrano",15044,"L","Trueb","C. F.","Ross","R. M. H. Smith",2005,"A new pipoid anuran from the Late Cretaceous of South Africa","Journal of Vertebrate Paleontology","","25","3","533","547","journal article","stated without evidence","English","","","ETE",NA,"2005-11-03 09:06:10","2005-11-10 08:16:09"
"2575","J. Mueller","T. Liebrecht","R. Butler",28844,"V. P.","Tverdokhlebov","G. I.","Tverdokhlebova","M. V. Surkov, M. J. Benton",2003,"Tetrapod localities from the Triassic of the SE of European Russia","Earth-Science Reviews","","60","1-2","1","66","journal article","stated without evidence","English","","","",NA,"2008-12-21 20:13:34","2010-07-27 17:42:29"
"2576","M. Carrano","M. Carrano","M. Carrano",14547,"V. P.","Tverdokhlebov","G. I.","Tverdokhlebova","A. V. Minikh, M. V. Surkov, M. J. Benton",2005,"Upper Permian vertebrates and their sedimentological context in the South Urals, Russia","Earth-Science Reviews","","69","","27","77","journal article","stated without evidence","English","","","ETE",NA,"2005-09-18 18:32:27","2005-09-19 11:32:27"
"2581","R. Butler","R. Butler","",57503,"M. J.","Tyler","H.","Godthelp","",1993,"A new species of Lechriodus Boulenger (Anura: Leptodactylidae) from the Early Eocene of Queensland","Transactions of the Royal Society of South Australia","","117","4","187","189","journal article","stated with evidence","English","","","",NA,"2015-12-28 23:33:38","2015-12-29 16:33:38"
"2587","M. Uhen","M. Shalap","M. Shalap",40605,"M.","Urban","D. S.","Berman","",2007,"First occurrence of the late Paleozoic amphibian Zatrachys serratus (Temnospondyli, Zatrachydidae) in the Eastern United States","Annals of Carnegie Museum","","76","3","157","164","journal article","stated without evidence","English","","","",NA,"2012-03-05 14:55:25","2012-03-21 07:15:15"
"2607","J. Mueller","T. Liebrecht","T. Liebrecht",28637,"P. P.","Vaughn","","","",1963,"The Age and Locality of the Late Paleozoic Vertebrates from El Cobre Canyon, Rio Arriba County, New Mexico","Journal of Paleontology","","37","1","283","286","journal article","","English","","","",NA,"2008-12-02 00:28:09","2008-12-02 19:33:54"
"2608","J. Mueller","T. Liebrecht","",43517,"M.","Venczel","","","",2001,"Anurans and squamates from the Lower Pliocene (MN 14) Osztramos 1 locality (Northern Hungary)","Fragmenta Palaeontologica Hungarica","","19","","79","90","journal article","stated without evidence","English","","","",NA,"2012-11-16 05:08:13","2012-11-16 05:08:13"
"2610","P. Mannion","P. Mannion","",37358,"M.","Venczel","Z.","Csiki","",2003,"New frogs from the latest Cretaceous of Ha&#355;eg Basin, Romania","Acta Palaeontologica Polonica","","48","4","609","616","journal article","stated with evidence","English","","","",NA,"2011-09-01 18:43:03","2011-09-01 18:43:03"
"2612","P. Mannion","P. Mannion","",44192,"M.","Venczel","J. D.","Gardner","",2005,"The geologically youngest albanerpetontid amphibian, from the Lower Pliocene of Hungary","Palaeontology","","48","6","1273","1300","journal article","stated with evidence","English","","","",NA,"2013-01-07 21:37:42","2013-01-07 21:37:42"
"2618","M. Clapham","M. Clapham","",49344,"L. M.","Vidal","","","",1902,"Nota sobre la presencia del tramo Kimeridgense en el Montsech (L�rida) y hallazgo de un batracio en sus hiladas","Memorias de la Real Academia de Ciencias y Artes de Barcelona","","4","18","263","267","journal article","stated with evidence","Spanish","","","",NA,"2013-12-08 20:06:17","2013-12-09 13:06:17"
"2643","R. Benson","R. Benson","",37812,"Y.","Wang","","","",2004,"Taxonomy and stratigraphy of Late Mesozoic anurans and urodeles from China","Acta Geologica Sinica","","78","6","1169","1178","journal article","stated with evidence","English","","","",NA,"2011-09-22 19:37:24","2011-09-22 19:37:24"
"2645","J. Alroy","J. Alroy","",34986,"Y.","Wang","S. E.","Evans","",2006,"A new short-bodied salamander from the Upper Jurassic/Lower Cretaceous of China","Acta Palaeontologica Polonica","","51","1","127","130","journal article","stated with evidence","English","","","",NA,"2011-02-01 14:50:10","2011-02-01 14:50:10"
"2661","R. Butler","R. Butler","",43614,"A. A.","Warren","","","",1980,"Parotosuchus from the Early Triassic of Queensland and Western Australia","Alcheringa","","4","","25","36","journal article","stated with evidence","English","","","",NA,"2012-11-27 20:54:55","2012-11-27 20:54:55"
"2668","R. Butler","R. Butler","",43647,"A.","Warren","","","",2012,"The South African stereospondyl Microposaurus from the Middle Triassic of the Sydney Basin, Australia","Journal of Vertebrate Paleontology","","32","3","538","544","journal article","stated with evidence","English","","","",NA,"2012-11-28 18:47:17","2012-11-28 18:47:17"
"2669","R. Butler","R. Butler","",43619,"A.","Warren","T.","Black","",1985,"A new rhytidosteid (Amphibia, Labyrinthodontia) from the Early Triassic Arcadia Formation of Queensland, Australia, and the relationships of Triassic temnospondyls","Journal of Vertebrate Paleontology","","5","","303","327","journal article","stated with evidence","English","","","",NA,"2012-11-27 21:54:46","2012-11-27 21:54:46"
"2670","R. Butler","R. Butler","R. Butler",43629,"A. A.","Warren","R.","Damiani","A. M. Yates",2006,"The South African stereospondyl Lydekkerina huxleyi (Tetrapoda, Temnospondyli) in the Lower Triassic of Australia","Geological Magazine","","143","6","877","886","journal article","stated with evidence","English","","","",NA,"2012-11-28 02:50:23","2012-11-28 03:07:18"
"2671","R. Butler","R. Butler","",43609,"A. A.","Warren","M. N.","Hutchinson","",1983,"The last labyrinthodont? A new brachyopoid (Amphibia, Temnospondyli) from the Early Jurassic Evergreen Formation of Queensland, Australia","Philosophical Transactions of the Royal Society of London B","","303","","1","62","journal article","stated with evidence","English","","","",NA,"2012-11-27 17:35:28","2012-11-27 17:35:28"
"2673","M. Uhen","M. Uhen","",32164,"A. A.","Warren","M. N.","Hutchinson","",1988,"A new capitosaurid amphibian from the early Triassic of Queensland, and the ontogeny of the capitosaur skull","Palaeontology","","31","3","857","876","journal article","stated without evidence","English","","","",NA,"2010-02-25 12:39:07","2010-02-26 07:39:07"
"2678","R. Butler","R. Butler","",32401,"A.","Warren","C.","Marsicano","",2000,"A phylogeny of the Brachyopoidea (Temnospondyli, Stereospondyli)","Journal of Vertebrate Paleontology","","20","","462","483","journal article","stated with evidence","English","","","",NA,"2010-04-07 07:53:39","2010-04-08 00:53:39"
"2679","R. Butler","R. Butler","",43863,"A.","Warren","T. M.","Rich","P. Vickers-Rich",1997,"The last last labyrinthodont?","Palaeontographica Abteilung A","","247","","1","24","journal article","stated with evidence","English","","","",NA,"2012-12-11 19:38:18","2012-12-11 19:38:18"
"2680","R. Butler","R. Butler","",43698,"A.","Warren","A. C.","Rozefelds","S. Bull",2011,"Tupilakosaur-like vertebrae in Bothriceps australis, an Australian brachyopid stereospondyl","Journal of Vertebrate Paleontology","","31","","738","753","journal article","stated with evidence","English","","","",NA,"2012-11-30 08:31:29","2012-11-30 08:31:29"
"2683","R. Butler","R. Butler","R. Butler",47028,"D. M. S.","Watson","","","",1913,"Micropholis stowi, Huxley, a temnospondylus amphibian from South Africa","Geological Magazine (Decade V)","","10","","340","346","journal article","","English","","","",NA,"2013-06-03 22:39:54","2013-06-03 22:40:04"
"2684","J. Alroy","R. Whatley","R. Butler",7824,"D. M. S.","Watson","","","",1958,"A new labyrinthodont (Paracyclotosaurus) from the upper Trias of New South Wales","Bulletin of the British Museum (Natural History) Geology","","3","7","233","262","journal article","stated with evidence","English","","Locality data in this paper is limited to one of a series of brick pits near Sydney, Wianamatta Shales.","5%",44160,"2003-02-11 16:37:46","2012-11-28 21:32:50"
"2685","R. Butler","R. Butler","",47068,"D. M. S.","Watson","","","",1962,"The evolution of the labyrinthodonts","Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences","","245","","219","265","journal article","stated with evidence","English","","","",NA,"2013-06-06 01:15:27","2013-06-06 01:15:27"
"2698","J. Alroy","E. Leckey","E. Leckey",9311,"S. P.","Welles","","","",1947,"Vertebrates from the Upper Moenkopi Formation of northern Arizona","University of California Publications in Geological Sciences","","27","7","241","294","journal article","stated without evidence","English","","There is some confusion in georef as to whether this should be 1946 or 1947","5%",45940,"2003-10-06 17:41:02","2004-04-21 08:50:27"
"2702","R. Butler","R. Butler","",32397,"S. P.","Welles","","","",1993,"A review of lonchorhynchine trematosaurs (Labryrinthodontia), and a description of a new genus and species from the lower Moenkopi Formation of Arizona","PaleoBios","","14","3","1","24","journal article","stated with evidence","English","","","",NA,"2010-04-07 06:09:25","2010-04-07 23:09:25"
"2705","R. Butler","E. Dunne","",56770,"C. F.","Wellstead","","","",1982,"A Lower Carboniferous Aistopod Amphibian from Scotland","Palaeontology","","25","1","193","208","journal article","stated with evidence","English","","","",NA,"2015-10-26 11:07:54","2015-10-27 03:07:54"
"2706","M. Uhen","M. Shalap","M. Shalap",41252,"C.","Wellstead","","","",2005,"R. W. Whipple's specimens referable to Megamolgophis agostini Romer, 1952 (Amphibia, Lepospondyli)","Journal of Vertebrate Paleontology","","25","3","128A","","abstract","stated without evidence","English","","","",NA,"2012-04-23 07:27:39","2012-04-23 07:28:09"
"2709","R. Butler","R. Butler","",43249,"R.","Werneburg","","","",1993,"Trematosaurus (Amphibia) aus dem Mittleren Buntsandstein (Untertrias) von Th�ringen","Ver�ffentlichungen des Naturhistorischen Museums Schleusingen","","7/8","","17","29","journal article","stated with evidence","German","","","",NA,"2012-10-10 03:08:21","2012-10-10 03:08:21"
"2734","J. Alroy","M. Sommers","",774,"J. L.","Whitmore","J. E.","Martin","",1986,"Vertebrate fossils from the Greasewood Creek locality in the Late Cretaceous Lance Formation of Niobrara County, Wyoming","Proceedings of the South Dakota Academy of Sciences","","65","","33","50","","stated without evidence","","","","",NA,"2000-09-14 11:32:27","2000-09-15 05:32:27"
"2743","J. Alroy","R. Whatley","T. Liebrecht",9228,"S. W.","Williston","","","",1911,"","American Permian Vertebrates. University of Chicago Press, Chicago, Illinois","","","","145 p.","","book/book chapter","stated without evidence","English","","","",NA,"2003-09-18 17:31:57","2009-01-11 06:08:06"
"2744","J. Mueller","T. Liebrecht","M. Carrano",30431,"S. W.","Williston","","","",1913,"Ostodolepis brevispinatus, a new reptile from the Permian of Texas","Journal of Geology","","21","4","363","366","journal article","stated with evidence","English","","","",NA,"2009-07-29 06:56:19","2015-04-23 04:15:28"
"2748","R. Butler","R. Butler","",43403,"J. A.","Wilson","","","",1948,"A small amphibian from the Triassic of Howard County, Texas","Journal of Paleontology","","22","3","359","361","journal article","stated with evidence","English","","","",NA,"2012-11-02 20:20:31","2012-11-02 20:20:31"
"2752","M. Carrano","M. Carrano","",28887,"L. E.","Wilson","","","",2008,"Comparative taphonomy and paleoecological reconstruction of two microvertebrate accumulations from the Late Cretaceous Hell Creek Formation (Maastrichtian), eastern Montana","Palaios","","23","","289","297","journal article","stated without evidence","English","10.2110/palo.2007.p07-006r","","ETE",NA,"2009-01-02 11:19:23","2009-01-03 06:19:23"
"2756","R. Butler","R. Butler","",46560,"C.","Wiman","","","",1910,"Ein paar Labyrinthodontenreste aus der Trias Spitzbergens","Bulletin of the Geological Institutions of the University of Uppsala","","9","","34","40","journal article","","German","","","",NA,"2013-04-27 01:35:22","2013-04-27 01:35:22"
"2757","R. Butler","R. Butler","",46568,"C.","Wiman","","","",1914,"�ber die Stegocephalen aus der Trias Spitzbergens","Bulletin of the Geological Institutions of the University of Uppsala","","13","","1","34","journal article","stated without evidence","German","","","",NA,"2013-04-29 18:35:35","2013-04-29 18:35:35"
"2758","R. Butler","R. Butler","",46571,"C.","Wiman","","","",1916,"Neue Stegocephalenfunde aus dem Posidonomyaschiefer Spitzbergens","Bulletin of the Geological Institutions of the University of Uppsala","","13","","209","222","journal article","","German","","","",NA,"2013-04-29 21:26:18","2013-04-29 21:26:18"
"2759","R. Butler","R. Butler","",46572,"C.","Wiman","","","",1917,"�ber die Stegocephalen Tertrema und Lonchorhynchus","Bulletin of the Geological Institutions of the University of Uppsala","","14","","229","240","journal article","","German","","","",NA,"2013-04-29 21:42:47","2013-04-29 21:42:47"
"2761","J. Alroy","J. Alroy","J. Alroy",7600,"D. A.","Winkler","P. A.","Murry","L. L. Jacobs",1990,"Early Cretaceous (Comanchean) vertebrates of central Texas","Journal of Vertebrate Paleontology","","10","1","95","116","journal article","stated without evidence","English","","","",NA,"2002-12-13 14:57:56","2002-12-14 09:58:04"
"2778","J. Alroy","R. Whatley","M. Carrano",10295,"A. S.","Woodward","","","",1904,"On two new labyrinthodont skulls of the genera Capitosaurus and Aphaneramma","Proceedings of the Zoological Society of London","","1904","2","170","176","journal article","stated with evidence","English","","1 October 1904","",NA,"2004-04-20 17:33:37","2015-04-11 01:07:09"
"2789","P. Mannion","C. VanBuren","",49851,"T. H.","Worthy","A. J. D.","Tennyson","R. B. Scofield, S. J. Hand",2013,"Early Miocene fossil frogs (Anura: Leiopelmatidae) from New Zealand","Journal of the Royal Society of New Zealand","","43","4","211","230","journal article","stated without evidence","English","","","",NA,"2014-01-16 09:31:01","2014-01-17 02:31:01"
"2811","M. Carrano","M. Carrano","M. Carrano",52186,"N.","Yakovlev","","","",1923,"La faune triassique des vert�br�s de la s�rie des roches bigarr�es des gouvernements de Vologda et de Kostroma [The Triassic vertebrate fauna of the variegated rock series from the governments of Vologda and Kostroma]","Zapiski Rossiyskogo Mineralogicheskogo Obshchestva, seriy 2","","51","","337","360","journal article","stated without evidence","French","","","",NA,"2014-08-11 12:27:34","2014-08-12 03:29:18"
"2813","D. Smith","E. Leckey","",15140,"J","Yang","","","",1977,"On some Salientia and Chiroptera from Shanwang, Linqu, Shandong","Vertebrata Palasiatica","","15","1","76","80","journal article","stated without evidence","Chinese","","summary in English","",NA,"2005-11-14 10:36:08","2005-11-15 05:36:08"
"2814","R. Butler","R. Butler","",46458,"C.","Yang","","","",1978,"[A Late Triassic vertebrate fauna from Fukang, Sinkiang]","Memoirs of the Institute of Vertebrate Paleontology and Paleoanthropology, Academia Sinica","","13","","60","67","journal article","","Chinese","","","",NA,"2013-04-23 03:21:03","2013-04-23 03:21:03"
"2817","R. Butler","R. Butler","",43625,"A. M.","Yates","","","",1999,"The Lapillopsidae: a new family of small temnospondyls from the Early Triassic of Australia","Journal of Vertebrate Paleontology","","19","2","302","320","journal article","stated with evidence","English","","","",NA,"2012-11-28 01:46:19","2012-11-28 01:46:19"
"2818","R. Butler","R. Butler","",43624,"A. M.","Yates","","","",2000,"A new tiny rhytidosteid (Temnospondyli: Stereospondyli) from the Early Triassic of Australia and the possibility of hidden temnospondyl diversity","Journal of Vertebrate Paleontology","","20","3","484","489","journal article","stated with evidence","English","","","",NA,"2012-11-28 01:36:37","2012-11-28 01:36:37"
"2820","R. Butler","R. Butler","R. Butler",43681,"A. M.","Yates","D. P.","Sengupta","",2002,"A lapillopsid temnospondyl from the Early Triassic of India","Alcheringa","","26","","201","208","journal article","stated with evidence","English","","","",NA,"2012-11-30 01:44:03","2012-11-30 01:44:44"
"2827","J. Alroy","S. Kuemmell","",17731,"C. C.","Young","","","",1936,"A Miocene fossil frog from Shantung","Geol. Soc. China, B.","","15","2","189","197","journal article","stated without evidence","English","","","5%",48860,"2006-06-13 10:51:04","2006-06-14 03:51:28"
"2829","R. Butler","R. Butler","",34528,"C.-C.","Young","","","",1966,"On the first discovery of capitosaurid from Sinkiang","Vertebrata PalAsiatica","","10","","58","62","journal article","stated with evidence","Chinese","","","",NA,"2010-12-16 01:22:27","2010-12-16 01:22:27"
"2840","R. Butler","R. Butler","",31702,"L. E.","Zanno","A. B.","Heckert","S. E. Krzyzanowski, S. G. Lucas",2002,"Diminutive metoposaurid skulls from the Upper Triassic Blue Hills (Adamanian: latest Carnian) of Arizona","Upper Triassic Stratigraphy and Paleontology, New Mexico Museum of Natural History and Science Bulletin","A. B. Heckert, S. G. Lucas","21","","121","125","book/book chapter","none discussed","English","","","",NA,"2010-01-25 08:34:00","2010-01-26 03:34:00"
"2849","J. Alroy","J. Alroy","M. Carrano",30990,"G.","Zhang","Y.","Wang","M. E. H. Jones, S. E. Evans",2009,"A new Early Cretaceous salamander (Regalerpeton weichangensis gen. et sp. nov.) from the Huajiying Formation of northeastern China","Cretaceous Research","","30","3","551","558","journal article","stated with evidence","English","10/1016/j.cretres.2008.10.004","","",NA,"2009-10-28 14:38:35","2010-04-24 07:19:25"
"2870","E. Fara","E. Fara","J. Alroy",4366,"R. G.","Zweifel","","","",1956,"Two pelobatid frogs from the Tertiary of North America and their relationships to fossil and recent forms","American Museum Novitates","","1762","","1","45","journal article","stated without evidence","English","","","5%",43360,"2002-03-04 16:40:39","2007-05-07 08:32:01"
